1	0	0	-2	-1	-3	-2	-3	-1	-1	-3	1	0	-1	-1	-2	-1	-2	-1
1	0	1	-1	-2	-2	0	-1	-2	0	-3	-2	-2	-1	-1	-3	-1	-2	0
1	0	2	1	-2	-1	-3	-1	-2	-3	-1	-1	-2	-3	-2	-2	-3	-2	-2
1	0	3	-1	-1	-2	-1	-1	-2	-1	-1	1	-1	1	-1	-1	0	0	-3
1	0	4	-2	-1	-3	-2	0	0	-2	-1	0	-1	0	-2	-1	-3	-1	-2
1	0	5	-2	-1	0	-1	-1	-4	-2	0	0	0	-1	-1	-3	0	-1	-2
1	0	6	-1	-1	0	0	0	-1	-3	-1	-3	-2	-1	0	-2	-1	0	0
1	0	7	-2	-2	-1	-1	-2	-2	0	0	0	-1	-1	-1	-3	-2	-2	-2
1	0	8	0	-2	-1	-2	0	-1	-4	-1	-2	-4	-4	-1	-1	-1	-1	-2
1	0	9	-2	-1	-2	-1	-2	-3	0	-1	0	-1	-2	-2	-1	-2	-1	-3
1	0	10	0	0	0	1	-1	0	1	1	0	-1	-1	-2	0	-2	0	2
1	0	11	1	-1	-2	0	0	0	-1	-2	-2	-3	-3	-1	-2	-3	-1	-1
1	0	12	-2	0	0	0	0	-1	-3	-2	0	1	-1	-3	0	-1	-3	-4
1	0	13	-2	-1	-1	0	0	-2	-1	-1	-1	0	-2	0	-1	-1	-3	-2
1	0	14	0	-1	-1	-1	-4	1	-3	-3	-1	-3	-2	0	0	-2	-1	-1
1	0	15	0	0	-2	-2	-1	1	-1	-3	-2	0	0	-1	-2	-1	-3	-3
1	0	16	-1	0	0	-1	-3	0	-1	-1	-2	0	-2	0	-3	0	-1	-2
1	0	17	-1	0	-2	-1	-4	-2	-3	-2	-1	-3	-1	-1	-1	-3	-1	2
1	0	18	0	-1	-1	0	-1	-1	0	-1	-2	-1	-2	-2	-2	-2	-2	1
1	0	19	0	-1	0	-2	-1	-1	-1	-2	-2	-1	-1	-1	-2	-2	-2	2
1	0	20	-4	-1	-1	-1	-2	-2	-3	-1	-1	-1	-3	-1	-2	-2	-3	1
1	0	21	-1	-3	-1	-1	-2	-1	-2	-2	0	-1	-1	-1	-3	0	-2	-1
1	0	22	-1	0	-1	-3	-3	-1	-1	-2	-1	-2	-1	-2	-2	-2	-1	1
1	0	23	-2	0	-2	-1	-3	-2	-2	-1	0	-1	0	0	-1	-1	-2	0
1	0	24	-2	-2	-3	0	-1	-1	0	0	-3	-1	-2	-3	-3	-2	0	2
1	0	25	-1	-2	0	0	-1	-2	-2	-1	0	-1	-2	-2	-3	-3	1	1
1	0	26	-1	-2	-1	-2	-1	-1	-3	-2	-2	-2	0	-1	-2	-2	-2	-1
1	0	27	-3	0	0	-1	-2	-2	-1	0	-2	-2	-1	-2	-1	-1	0	-4
1	0	28	0	-1	-2	0	-1	1	0	-2	-1	-2	-1	-1	-2	-3	0	3
1	0	29	0	0	-1	-1	-6	-3	-2	-2	0	0	-3	-2	-1	-1	0	3
1	0	30	-2	0	-4	0	-2	-6	-2	0	-1	0	-1	-1	-1	-2	1	0
1	0	31	0	0	0	-1	0	0	-2	-1	-1	0	-1	0	-1	-1	0	1
1	1	32	-2	-1	-1	-2	-2	-4	-2	-2	-3	0	-3	-1	-1	0	-4	-3
1	1	33	-1	0	-1	-2	-2	-3	-3	0	-1	0	-2	-1	0	1	0	-2
1	1	34	-3	-2	0	-2	-1	0	-2	0	-2	-4	-3	-1	0	-2	-2	0
1	1	35	-2	-1	-2	-1	-3	-1	1	-1	-1	0	0	-1	-2	0	-3	1
1	1	36	-2	-1	-2	-2	-2	-4	-2	-1	-1	-2	-3	-1	0	0	0	0
1	1	37	-1	-1	0	-3	-1	-1	0	0	-2	-1	-1	0	-1	0	-2	-1
1	1	38	-1	-2	0	0	0	0	-1	-1	-1	-2	0	-1	-2	-1	-1	-2
1	1	39	-2	-2	1	-2	-2	-1	-2	-1	-1	-1	-1	0	-3	-1	0	-2
