1	0	0	-2	-1	-2	-1	-1	-3	-4	-5	-1	-3	-2	-2	-2	-3	-1	-3
1	0	1	-1	0	-4	-1	-3	-4	-3	-2	-1	-1	-2	-2	-2	-2	-2	-5
1	0	2	-2	-1	-2	-1	0	-2	0	-1	1	-3	0	-1	-1	-2	-1	-3
1	0	3	0	-1	-4	-1	-1	-1	-2	-2	-2	-2	-4	-2	-2	-2	-3	-2
1	0	4	-1	0	-3	-1	0	-2	-2	-3	-3	-1	0	-1	-2	-3	0	-3
1	0	5	-1	0	-1	0	-1	-4	-1	-2	-2	-1	-3	0	-3	-3	-2	-3
1	0	6	-2	0	-1	-3	-2	-1	-1	-3	-1	-2	-1	-1	-2	-2	-1	-1
1	0	7	0	0	-2	-1	-2	-3	-3	-2	0	-2	-1	-3	-1	-1	-2	-1
1	0	8	-2	1	-1	-1	-3	-2	-2	-1	-1	-1	-2	-1	0	-2	0	0
1	0	9	-2	0	-2	-1	-3	-2	-4	-3	-3	-1	-1	-2	-2	0	1	1
1	0	10	0	-1	-3	-2	-1	-2	-2	-2	-1	-1	-3	-1	-3	-2	-1	1
1	0	11	1	-2	0	0	-1	-4	0	-2	-1	-1	-2	1	-3	-2	-1	4
1	0	12	-2	-1	-1	-1	-3	-4	-3	-2	-1	-1	-1	-1	0	-1	-2	1
1	0	13	-1	0	-2	-2	-1	-2	-4	-1	-1	0	-1	0	-1	-1	-2	1
1	0	14	0	-2	-3	-2	-1	-1	-2	-2	-1	-2	-1	-2	-1	-1	-1	1
1	0	15	0	-2	-1	-1	-3	-2	-4	-2	-2	-1	0	-1	-2	-1	-1	1
1	0	16	0	0	-3	-2	-1	0	-1	-1	-1	-3	-3	-2	-3	-1	-3	3
1	0	17	-2	1	-2	0	-1	-4	-2	-1	-1	-3	-1	-4	-1	-1	-1	2
1	0	18	-3	-2	-2	-1	-2	-4	-2	-3	-2	-2	-1	1	0	-1	-1	0
1	0	19	-1	-2	-3	-1	-3	-1	-4	-1	-3	0	-1	-1	0	-2	-1	0
1	0	20	-1	0	-1	-2	-2	-3	-3	-4	-2	-1	-2	-2	-1	-2	-3	0
1	0	21	-2	0	-4	-2	-3	-3	-5	-2	0	-1	-4	-1	-3	-2	-4	1
1	0	22	0	0	-1	-2	-3	-1	-3	-2	-2	-2	-1	-4	-2	-2	-1	3
1	0	23	-1	0	-4	-2	-1	-1	-4	-2	-2	-1	-3	-2	-1	-4	-2	0
1	0	24	0	0	-3	0	-1	-2	-3	-1	-2	-1	-4	-2	-1	-1	-1	-4
1	0	25	0	0	-3	-1	-1	-4	-4	-1	-1	-1	-4	-2	0	-3	-1	-5
1	0	26	-1	-3	-2	-1	-1	-2	0	-4	-2	-1	-3	-2	0	-2	-2	-2
1	0	27	-2	-1	-2	-1	-2	-3	1	0	-4	-2	-3	-1	-1	-2	-1	-3
1	0	28	-2	-2	-2	-1	-2	-1	-2	-2	-1	-3	-1	-2	-1	-1	0	-2
