2	299	0	-5	-8	-6	-6	-4	-7	-7	-8	-8	-6	-7	-6	-7	-6	-7	-872
2	299	1	-7	-5	-7	-6	-2	-8	-6	-5	-7	-6	-4	-6	-7	-8	-7	-883
2	299	2	-7	-8	-6	-6	-4	-7	-6	-6	-6	-6	-7	-5	-7	-5	-7	-865
2	299	3	-7	-6	-6	-6	-4	-5	-6	-5	-7	-8	-4	-6	-7	-8	-7	-857
2	299	4	-6	-5	-6	-5	-3	-8	-7	-6	-6	-7	-6	-5	-6	-5	-9	-865
2	299	5	-8	-4	-6	-6	-6	-6	-6	-7	-7	-7	-7	-7	-8	-5	-7	-863
2	299	6	-10	-6	-5	-5	-4	-6	-7	-5	-6	-6	-6	-6	-5	-6	-8	-853
2	299	7	-6	-7	-5	-6	-5	-6	-7	-7	-6	-5	-6	-8	-6	-6	-10	-856
2	299	8	-6	-7	-7	-7	-3	-7	-5	-6	-5	-4	-7	-4	-7	-7	-10	-863
2	299	9	-6	-8	-6	-7	-5	-8	-5	-5	-7	-8	-7	-7	-7	-5	-8	-862
2	299	10	-7	-5	-6	-5	-1	-7	-7	-4	-5	-6	-4	-4	-5	-6	-7	-858
2	299	11	-9	-8	-5	-7	-2	-7	-8	-7	-8	-6	-7	-7	-7	-4	-8	-859
2	299	12	-7	-7	-7	-5	-3	-6	-6	-6	-8	-6	-8	-5	-8	-6	-10	-867
2	299	13	-8	-7	-5	-5	-3	-7	-8	-7	-5	-7	-5	-5	-7	-5	-10	-856
2	299	14	-7	-6	-7	-6	-2	-6	-10	-7	-6	-6	-7	-4	-7	-5	-7	-858
2	299	15	-7	-7	-5	-5	0	-7	-7	-7	-6	-8	-8	-5	-8	-5	-8	-859
2	299	16	-5	-8	-7	-6	-1	-6	-9	-8	-7	-8	-6	-4	-5	-8	-8	-855
2	299	17	-6	-8	-7	-5	0	-6	-6	-6	-6	-6	-6	-4	-6	-5	-8	-855
2	299	18	-7	-5	-6	-5	-1	-5	-6	-7	-6	-7	-6	-4	-8	-6	-8	-851
2	299	19	-7	-6	-5	-5	-1	-7	-8	-7	-7	-5	-6	-3	-8	-6	-7	-851
2	299	20	-7	-7	-6	-5	0	-8	-8	-6	-6	-7	-6	-2	-6	-6	-8	-863
2	299	21	-7	-9	-5	-7	1	-6	-5	-8	-6	-6	-5	-5	-7	-6	-9	-868
2	299	22	-7	-6	-6	-6	-3	-6	-6	-6	-4	-6	-6	-6	-7	-7	-10	-858
2	299	23	-7	-6	-6	-6	0	-7	-7	-5	-6	-5	-5	-5	-6	-3	-7	-848
2	299	24	-8	-7	-7	-8	-2	-7	-9	-8	-7	-7	-6	-3	-8	-6	-7	-869
